date,itemID,brand,feature_1,feature_2,feature_3,feature_4,feature_5,category,userID,order,label
2020-12-10,4935,1127,4,0,360,3,144,3898,27279,1,4
2020-12-13,4935,1127,4,0,360,3,144,3898,34638,1,1
2020-12-14,4935,1127,4,0,360,3,144,3898,41723,1,2
2020-12-20,4935,1127,4,0,360,3,144,3898,34638,1,1
2020-12-24,4935,1127,4,0,360,3,144,3898,11687,2,3
2020-12-25,4935,1127,4,0,360,3,144,3898,948,1,1
2020-12-26,4935,1127,4,0,360,3,144,3898,46051,1,3
2020-12-27,4935,1127,4,0,360,3,144,3898,34638,1,1
2020-12-06,32339,801,4,3,453,0,108,3898,6434,1,0
2020-08-24,32339,801,4,3,453,0,108,3898,37507,2,1
2020-08-24,25555,801,4,3,453,0,108,3898,37507,1,1
2020-12-29,7256,632,4,0,536,3,144,3898,25145,1,0
2020-06-30,5165,632,4,0,536,3,144,3898,32177,1,0
2020-08-05,5165,632,4,0,536,3,144,3898,45594,1,3
2020-09-01,5165,632,4,0,536,3,144,3898,45594,1,4
2020-07-26,7420,632,4,0,536,3,144,3898,17860,2,0
2020-06-28,7420,632,4,0,536,3,144,3898,13179,1,0
2020-07-05,7420,632,4,0,536,3,144,3898,12476,1,0
2020-07-09,7420,632,4,0,536,3,144,3898,2356,1,0
2020-06-21,7420,632,4,0,536,3,144,3898,39713,1,3
2020-06-23,7420,632,4,0,536,3,144,3898,31989,1,3
2020-06-28,7420,632,4,0,536,3,144,3898,45594,1,4
2020-07-19,7420,632,4,0,536,3,144,3898,31989,2,4
2020-08-23,7420,632,4,0,536,3,144,3898,26180,1,4
2020-08-24,7420,632,4,0,536,3,144,3898,37507,1,1
2020-08-27,7420,632,4,0,536,3,144,3898,18989,1,4
2020-10-18,7420,632,4,0,536,3,144,3898,12849,1,4
2020-11-07,7420,632,4,0,536,3,144,3898,12849,1,3
2020-11-13,7420,632,4,0,536,3,144,3898,3462,2,4
2020-12-29,7420,632,4,0,536,3,144,3898,8428,1,3
2020-11-17,30546,632,4,0,536,3,144,3898,40407,1,0
2020-12-23,30546,632,4,0,536,3,144,3898,41028,1,0
2020-07-13,30546,632,4,0,536,3,144,3898,5694,1,4
2020-09-03,30546,632,4,0,536,3,144,3898,19685,1,4
2020-11-02,30546,632,4,0,536,3,144,3898,19685,1,3
2020-07-03,24636,632,4,0,536,3,144,3898,44229,1,0
2020-08-14,24636,632,4,0,536,3,144,3898,22925,1,0
2020-07-21,24636,632,4,0,536,3,144,3898,14387,1,4
2020-08-11,24636,632,4,0,536,3,144,3898,14387,1,3
2020-10-03,24636,632,4,0,536,3,144,3898,14387,1,3
2020-12-27,12677,632,4,0,536,3,144,3898,23796,1,0
2020-08-23,25517,632,4,0,536,3,144,3898,26180,1,4
2020-09-22,25517,632,4,0,536,3,144,3898,29608,1,4
2020-10-03,25517,632,4,0,536,3,144,3898,12517,1,4
2020-11-11,25517,632,4,0,536,3,144,3898,20332,1,1
2020-07-03,14763,514,10,0,196,3,84,3898,34534,5,3
2020-08-20,14763,514,10,0,196,3,84,3898,34534,3,3
2020-09-09,14763,514,10,0,196,3,84,3898,34534,3,3
2020-09-28,14763,514,10,0,196,3,84,3898,34534,4,3
2020-07-23,478,406,4,0,491,0,66,3898,6122,2,0
2020-08-26,478,406,4,0,491,0,66,3898,43815,2,0
2020-08-24,478,406,4,0,491,0,66,3898,26879,1,2
2020-10-03,478,406,4,0,491,0,66,3898,1701,1,3
2020-06-28,30511,361,10,0,503,0,9,3898,26253,1,0
2020-09-23,30511,361,10,0,503,0,9,3898,17719,2,0
2020-12-17,30511,361,10,0,503,0,9,3898,37554,1,0
2020-08-02,30511,361,10,0,503,0,9,3898,22878,2,0
2020-07-04,30511,361,10,0,503,0,9,3898,26776,2,0
2020-12-13,30511,361,10,0,503,0,9,3898,5547,1,0
2020-09-17,30511,361,10,0,503,0,9,3898,1258,1,0
2020-09-21,30511,361,10,0,503,0,9,3898,44411,1,0
2020-12-14,30511,361,10,0,503,0,9,3898,8699,1,0
2020-06-23,30511,361,10,0,503,0,9,3898,10291,1,0
2020-07-17,30511,361,10,0,503,0,9,3898,4576,3,0
2020-09-23,30511,361,10,0,503,0,9,3898,20833,1,0
2020-09-28,30511,361,10,0,503,0,9,3898,24439,1,0
2020-06-21,30511,361,10,0,503,0,9,3898,30887,1,3
2020-06-29,30511,361,10,0,503,0,9,3898,13432,1,4
2020-07-04,30511,361,10,0,503,0,9,3898,30822,2,3
2020-07-11,30511,361,10,0,503,0,9,3898,27193,1,4
2020-07-15,30511,361,10,0,503,0,9,3898,3848,1,2
2020-07-16,30511,361,10,0,503,0,9,3898,1735,1,4
2020-07-26,30511,361,10,0,503,0,9,3898,3406,2,4
2020-07-26,30511,361,10,0,503,0,9,3898,30822,7,4
2020-07-28,30511,361,10,0,503,0,9,3898,10662,1,3
2020-08-01,30511,361,10,0,503,0,9,3898,14889,2,4
2020-08-01,30511,361,10,0,503,0,9,3898,40852,1,2
2020-08-03,30511,361,10,0,503,0,9,3898,2878,1,3
2020-08-09,30511,361,10,0,503,0,9,3898,45772,1,1
2020-08-18,30511,361,10,0,503,0,9,3898,40043,1,2
2020-08-28,30511,361,10,0,503,0,9,3898,18833,1,1
2020-09-09,30511,361,10,0,503,0,9,3898,27193,2,3
2020-09-10,30511,361,10,0,503,0,9,3898,30885,2,3
2020-09-19,30511,361,10,0,503,0,9,3898,42144,1,4
2020-09-26,30511,361,10,0,503,0,9,3898,18925,1,1
2020-09-27,30511,361,10,0,503,0,9,3898,18361,2,3
2020-09-29,30511,361,10,0,503,0,9,3898,16695,1,4
2020-10-03,30511,361,10,0,503,0,9,3898,23785,1,2
2020-10-09,30511,361,10,0,503,0,9,3898,3406,2,4
2020-10-11,30511,361,10,0,503,0,9,3898,10662,1,4
2020-10-18,30511,361,10,0,503,0,9,3898,23785,2,3
2020-10-19,30511,361,10,0,503,0,9,3898,6108,1,3
2020-10-23,30511,361,10,0,503,0,9,3898,8738,1,4
2020-10-28,30511,361,10,0,503,0,9,3898,11547,1,4
2020-10-29,30511,361,10,0,503,0,9,3898,30822,10,4
2020-11-23,30511,361,10,0,503,0,9,3898,16613,2,2
2020-11-23,30511,361,10,0,503,0,9,3898,15373,3,4
2020-12-12,30511,361,10,0,503,0,9,3898,13432,2,4
2020-12-16,30511,361,10,0,503,0,9,3898,15373,1,4
2020-12-17,30511,361,10,0,503,0,9,3898,15459,1,4
2020-12-18,30511,361,10,0,503,0,9,3898,30885,2,2
2020-08-28,9429,361,4,0,276,3,171,3898,29914,1,0
2020-06-20,9429,361,4,0,276,3,171,3898,9533,1,0
2020-10-05,9429,361,4,0,276,3,171,3898,21576,1,0
2020-11-13,9429,361,4,0,276,3,171,3898,34691,2,0
2020-06-30,9429,361,4,0,276,3,171,3898,378,1,0
2020-06-03,9429,361,4,0,276,3,171,3898,12512,1,0
2020-08-18,9429,361,4,0,276,3,171,3898,4068,1,0
2020-07-11,9429,361,4,0,276,3,171,3898,38562,3,0
2020-07-29,9429,361,4,0,276,3,171,3898,9191,3,3
2020-08-07,9429,361,4,0,276,3,171,3898,16453,1,2
2020-08-09,9429,361,4,0,276,3,171,3898,41182,1,3
2020-08-16,9429,361,4,0,276,3,171,3898,36523,1,3
2020-09-15,9429,361,4,0,276,3,171,3898,23583,1,2
2020-10-04,9429,361,4,0,276,3,171,3898,2870,1,4
2020-10-17,9429,361,4,0,276,3,171,3898,2870,2,2
2020-11-20,9429,361,4,0,276,3,171,3898,10544,1,4
2020-11-28,9429,361,4,0,276,3,171,3898,14936,1,4
2020-12-07,9429,361,4,0,276,3,171,3898,11733,1,4
2020-12-27,9429,361,4,0,276,3,171,3898,9337,1,2
2020-08-11,32349,1445,10,3,-1,-1,95,3898,12736,2,0
2020-06-01,32349,1445,10,3,-1,-1,95,3898,39390,1,0
2020-10-01,32349,1445,10,3,-1,-1,95,3898,36397,2,0
2020-10-20,32349,1445,10,3,-1,-1,95,3898,37908,1,0
2020-11-29,32349,1445,10,3,-1,-1,95,3898,22375,2,0
2020-10-30,32349,1445,10,3,-1,-1,95,3898,6658,1,0
2020-10-04,32349,1445,10,3,-1,-1,95,3898,43571,1,0
2020-10-01,32349,1445,10,3,-1,-1,95,3898,42470,1,0
2020-10-20,32349,1445,10,3,-1,-1,95,3898,42733,1,0
2020-06-17,32349,1445,10,3,-1,-1,95,3898,46080,1,0
2020-11-08,32349,1445,10,3,-1,-1,95,3898,12736,2,0
2020-08-04,32349,1445,10,3,-1,-1,95,3898,21595,1,0
2020-09-23,32349,1445,10,3,-1,-1,95,3898,28008,2,0
2020-11-28,32349,1445,10,3,-1,-1,95,3898,5275,3,0
2020-07-04,32349,1445,10,3,-1,-1,95,3898,20723,1,0
2020-09-30,32349,1445,10,3,-1,-1,95,3898,41115,2,0
2020-10-27,32349,1445,10,3,-1,-1,95,3898,11910,1,0
2020-10-31,32349,1445,10,3,-1,-1,95,3898,38281,1,0
2020-08-29,32349,1445,10,3,-1,-1,95,3898,11691,1,0
2020-08-17,32349,1445,10,3,-1,-1,95,3898,18133,1,0
2020-06-16,32349,1445,10,3,-1,-1,95,3898,8302,1,2
2020-06-17,32349,1445,10,3,-1,-1,95,3898,28567,1,2
2020-06-21,32349,1445,10,3,-1,-1,95,3898,27233,1,2
2020-06-23,32349,1445,10,3,-1,-1,95,3898,23475,1,3
2020-06-27,32349,1445,10,3,-1,-1,95,3898,18691,2,2
2020-07-01,32349,1445,10,3,-1,-1,95,3898,18691,1,1
2020-07-01,32349,1445,10,3,-1,-1,95,3898,19755,3,2
2020-07-02,32349,1445,10,3,-1,-1,95,3898,4548,1,4
2020-07-05,32349,1445,10,3,-1,-1,95,3898,32119,1,3
2020-07-05,32349,1445,10,3,-1,-1,95,3898,31033,1,3
2020-07-08,32349,1445,10,3,-1,-1,95,3898,45683,2,4
2020-07-08,32349,1445,10,3,-1,-1,95,3898,34806,2,4
2020-07-11,32349,1445,10,3,-1,-1,95,3898,9913,2,4
2020-07-13,32349,1445,10,3,-1,-1,95,3898,21226,1,3
2020-07-18,32349,1445,10,3,-1,-1,95,3898,27233,2,4
2020-07-19,32349,1445,10,3,-1,-1,95,3898,31033,1,2
2020-07-19,32349,1445,10,3,-1,-1,95,3898,18691,2,3
2020-07-20,32349,1445,10,3,-1,-1,95,3898,23475,1,4
2020-07-25,32349,1445,10,3,-1,-1,95,3898,25891,1,4
2020-07-26,32349,1445,10,3,-1,-1,95,3898,30964,2,2
2020-07-27,32349,1445,10,3,-1,-1,95,3898,18691,1,2
2020-07-28,32349,1445,10,3,-1,-1,95,3898,36076,2,4
2020-08-02,32349,1445,10,3,-1,-1,95,3898,25955,3,1
2020-08-02,32349,1445,10,3,-1,-1,95,3898,3153,1,3
2020-08-05,32349,1445,10,3,-1,-1,95,3898,28567,1,3
2020-08-07,32349,1445,10,3,-1,-1,95,3898,13985,2,3
2020-08-10,32349,1445,10,3,-1,-1,95,3898,14232,1,4
2020-08-15,32349,1445,10,3,-1,-1,95,3898,36304,3,3
2020-08-16,32349,1445,10,3,-1,-1,95,3898,13899,1,3
2020-08-19,32349,1445,10,3,-1,-1,95,3898,32119,2,2
2020-08-20,32349,1445,10,3,-1,-1,95,3898,27979,1,2
2020-08-20,32349,1445,10,3,-1,-1,95,3898,689,2,2
2020-08-20,32349,1445,10,3,-1,-1,95,3898,28567,1,3
2020-08-23,32349,1445,10,3,-1,-1,95,3898,8302,1,3
2020-08-27,32349,1445,10,3,-1,-1,95,3898,39398,2,4
2020-08-29,32349,1445,10,3,-1,-1,95,3898,4546,2,3
2020-08-29,32349,1445,10,3,-1,-1,95,3898,8369,1,2
2020-08-31,32349,1445,10,3,-1,-1,95,3898,23475,1,2
2020-09-03,32349,1445,10,3,-1,-1,95,3898,13899,1,3
2020-09-05,32349,1445,10,3,-1,-1,95,3898,42036,2,3
2020-09-06,32349,1445,10,3,-1,-1,95,3898,14649,2,2
2020-09-07,32349,1445,10,3,-1,-1,95,3898,26258,1,3
2020-09-07,32349,1445,10,3,-1,-1,95,3898,45838,3,4
2020-09-07,32349,1445,10,3,-1,-1,95,3898,32119,1,3
2020-09-07,32349,1445,10,3,-1,-1,95,3898,33083,1,2
2020-09-09,32349,1445,10,3,-1,-1,95,3898,32119,1,1
2020-09-12,32349,1445,10,3,-1,-1,95,3898,28567,1,4
2020-09-12,32349,1445,10,3,-1,-1,95,3898,2928,1,2
2020-09-14,32349,1445,10,3,-1,-1,95,3898,10983,1,4
2020-09-15,32349,1445,10,3,-1,-1,95,3898,23917,1,1
2020-09-17,32349,1445,10,3,-1,-1,95,3898,22808,1,2
2020-09-18,32349,1445,10,3,-1,-1,95,3898,30232,3,1
2020-09-24,32349,1445,10,3,-1,-1,95,3898,16979,1,4
2020-09-25,32349,1445,10,3,-1,-1,95,3898,27216,1,4
2020-09-25,32349,1445,10,3,-1,-1,95,3898,30583,3,3
2020-09-28,32349,1445,10,3,-1,-1,95,3898,28567,1,3
2020-09-28,32349,1445,10,3,-1,-1,95,3898,43373,1,2
2020-09-28,32349,1445,10,3,-1,-1,95,3898,26258,1,3
2020-09-28,32349,1445,10,3,-1,-1,95,3898,689,1,1
2020-09-30,32349,1445,10,3,-1,-1,95,3898,9913,1,4
2020-09-30,32349,1445,10,3,-1,-1,95,3898,14649,3,4
2020-09-30,32349,1445,10,3,-1,-1,95,3898,32119,2,3
2020-09-30,32349,1445,10,3,-1,-1,95,3898,37224,3,3
2020-09-30,32349,1445,10,3,-1,-1,95,3898,12510,2,3
2020-10-02,32349,1445,10,3,-1,-1,95,3898,21584,1,2
2020-10-02,32349,1445,10,3,-1,-1,95,3898,37315,2,4
2020-10-03,32349,1445,10,3,-1,-1,95,3898,18691,2,3
2020-10-03,32349,1445,10,3,-1,-1,95,3898,10088,1,4
2020-10-04,32349,1445,10,3,-1,-1,95,3898,23866,1,4
2020-10-05,32349,1445,10,3,-1,-1,95,3898,45838,3,4
2020-10-05,32349,1445,10,3,-1,-1,95,3898,30232,1,3
2020-10-09,32349,1445,10,3,-1,-1,95,3898,45907,2,1
2020-10-10,32349,1445,10,3,-1,-1,95,3898,5236,1,1
2020-10-11,32349,1445,10,3,-1,-1,95,3898,6909,3,2
2020-10-12,32349,1445,10,3,-1,-1,95,3898,18133,1,4
2020-10-12,32349,1445,10,3,-1,-1,95,3898,9326,3,4
2020-10-13,32349,1445,10,3,-1,-1,95,3898,43373,2,3
2020-10-13,32349,1445,10,3,-1,-1,95,3898,3623,3,2
2020-10-13,32349,1445,10,3,-1,-1,95,3898,26203,1,4
2020-10-14,32349,1445,10,3,-1,-1,95,3898,26258,1,3
2020-10-14,32349,1445,10,3,-1,-1,95,3898,31126,1,1
2020-10-14,32349,1445,10,3,-1,-1,95,3898,3273,2,2
2020-10-17,32349,1445,10,3,-1,-1,95,3898,2944,3,4
2020-10-18,32349,1445,10,3,-1,-1,95,3898,27233,2,4
2020-10-18,32349,1445,10,3,-1,-1,95,3898,27216,2,4
2020-10-20,32349,1445,10,3,-1,-1,95,3898,689,2,4
2020-10-21,32349,1445,10,3,-1,-1,95,3898,14649,2,3
2020-10-21,32349,1445,10,3,-1,-1,95,3898,32119,1,3
2020-10-24,32349,1445,10,3,-1,-1,95,3898,28567,1,4
2020-10-27,32349,1445,10,3,-1,-1,95,3898,9913,1,4
2020-10-29,32349,1445,10,3,-1,-1,95,3898,26203,2,3
2020-10-30,32349,1445,10,3,-1,-1,95,3898,31126,3,3
2020-11-08,32349,1445,10,3,-1,-1,95,3898,4546,2,4
2020-11-09,32349,1445,10,3,-1,-1,95,3898,5787,3,4
2020-11-10,32349,1445,10,3,-1,-1,95,3898,34163,1,4
2020-11-11,32349,1445,10,3,-1,-1,95,3898,32119,3,3
2020-11-13,32349,1445,10,3,-1,-1,95,3898,2524,2,2
2020-11-15,32349,1445,10,3,-1,-1,95,3898,24615,1,4
2020-11-20,32349,1445,10,3,-1,-1,95,3898,44602,1,3
2020-11-20,32349,1445,10,3,-1,-1,95,3898,16979,1,4
2020-11-21,32349,1445,10,3,-1,-1,95,3898,9751,2,3
2020-11-22,32349,1445,10,3,-1,-1,95,3898,18408,2,4
2020-11-22,32349,1445,10,3,-1,-1,95,3898,21584,3,3
2020-11-24,32349,1445,10,3,-1,-1,95,3898,4546,1,3
2020-11-24,32349,1445,10,3,-1,-1,95,3898,7872,1,4
2020-11-28,32349,1445,10,3,-1,-1,95,3898,13985,1,3
2020-11-30,32349,1445,10,3,-1,-1,95,3898,32119,1,3
2020-08-23,10300,772,10,1,509,0,17,3898,20852,2,2
2020-09-01,10300,772,10,1,509,0,17,3898,40111,1,4
2020-10-13,10300,772,10,1,509,0,17,3898,33733,1,4
2020-08-13,4044,408,4,0,334,0,44,1932,15422,1,3
2020-12-09,6115,361,10,0,503,0,85,3898,11714,1,0
2020-09-08,6115,361,10,0,503,0,85,3898,34052,1,0
2020-09-21,6115,361,10,0,503,0,85,3898,32363,1,0
2020-06-28,6115,361,10,0,503,0,85,3898,34894,1,4
2020-11-23,733,632,4,0,536,3,144,3898,35166,1,0
2020-08-16,21513,632,4,0,536,3,144,3898,19859,1,0
2020-07-13,21513,632,4,0,536,3,144,3898,7993,1,0
2020-09-20,21513,632,4,0,536,3,144,3898,17964,1,0
2020-06-20,21513,632,4,0,536,3,144,3898,5524,1,0
2020-08-17,2483,632,4,0,536,3,144,3898,26254,1,0
2020-10-03,17947,632,4,0,536,3,144,3898,12517,1,4
2020-11-11,17947,632,4,0,536,3,144,3898,20332,1,1
2020-10-09,4952,1016,10,1,536,3,156,2628,23860,1,0
2020-10-13,7298,1496,4,0,321,3,134,3898,32641,1,0
2020-06-06,7298,1496,4,0,321,3,134,3898,45650,1,0
2020-11-15,7298,1496,4,0,321,3,134,3898,17277,1,0
2020-06-04,7298,1496,4,0,321,3,134,3898,21455,2,1
2020-06-22,7298,1496,4,0,321,3,134,3898,21455,1,3
2020-08-15,7298,1496,4,0,321,3,134,3898,28487,2,4
2020-08-23,7298,1496,4,0,321,3,134,3898,29778,3,4
2020-09-25,7298,1496,4,0,321,3,134,3898,25128,2,1
2020-11-14,7298,1496,4,0,321,3,134,3898,15858,5,1
2020-12-02,7298,1496,4,0,321,3,134,3898,6639,3,3
2020-12-09,7298,1496,4,0,321,3,134,3898,45174,1,4
2020-12-18,7298,1496,4,0,321,3,134,3898,43671,5,4
2020-07-28,14754,1496,4,3,321,3,71,3898,5130,2,0
2020-11-02,14754,1496,4,3,321,3,71,3898,23406,1,0
2020-11-07,14754,1496,4,3,321,3,71,3898,8051,2,2
2020-06-01,28269,18,6,0,170,0,45,3898,32889,1,0
2020-07-05,28269,18,6,0,170,0,45,3898,4719,1,3
2020-07-26,28269,18,6,0,170,0,45,3898,4719,1,3
2020-08-28,28269,18,6,0,170,0,45,3898,12762,2,1
2020-09-13,28269,18,6,0,170,0,45,3898,12762,1,3
2020-11-17,28269,18,6,0,170,0,45,3898,12762,2,3
2020-08-31,12898,1496,4,0,107,3,81,3138,40884,2,4
2020-11-19,12898,1496,4,0,107,3,81,3138,40884,3,4
2020-07-05,6571,829,10,1,536,0,83,2730,23148,1,3
2020-09-29,1435,157,10,0,465,0,133,3898,17533,1,0
2020-09-07,1435,157,10,0,465,0,133,3898,2013,1,0
2020-07-13,23309,453,4,0,505,0,-1,3639,42121,10,3
2020-07-26,5050,1492,4,1,491,3,66,2149,38865,1,1
2020-06-05,23639,724,10,0,503,3,17,3898,39173,1,0
2020-11-12,11415,1496,4,0,321,3,31,3898,3200,2,0
2020-07-09,11415,1496,4,0,321,3,31,3898,9923,3,3
2020-07-30,11415,1496,4,0,321,3,31,3898,13065,2,4
2020-08-01,11415,1496,4,0,321,3,31,3898,41901,1,4
2020-08-07,11415,1496,4,0,321,3,31,3898,664,1,2
2020-08-27,11415,1496,4,0,321,3,31,3898,41901,1,4
2020-10-14,11415,1496,4,0,321,3,31,3898,36540,2,3
2020-11-12,11415,1496,4,0,321,3,31,3898,41901,1,2
2020-11-15,11415,1496,4,0,321,3,31,3898,15589,1,4
2020-11-22,11415,1496,4,0,321,3,31,3898,31961,1,3
2020-12-18,11415,1496,4,0,321,3,31,3898,41901,1,1
2020-06-30,14692,18,6,0,170,0,45,2353,27530,1,1
2020-12-16,5743,18,6,0,170,0,45,3898,18867,1,0
2020-06-27,5743,18,6,0,170,0,45,3898,21402,1,3
2020-07-01,5743,18,6,0,170,0,45,3898,33036,1,3
2020-08-18,5743,18,6,0,170,0,45,3898,35049,1,2
2020-09-18,5743,18,6,0,170,0,45,3898,42627,3,1
2020-11-23,5743,18,6,0,170,0,45,3898,5334,4,3
2020-12-27,5743,18,6,0,170,0,45,3898,6171,1,4
2020-08-21,27795,18,6,0,170,0,122,3898,29652,1,0
2020-12-19,26479,994,10,0,421,3,3,3898,5105,1,3
2020-07-12,25450,18,6,0,170,0,122,3898,11768,1,1
2020-12-22,28132,18,6,0,170,0,122,3898,16584,1,4
2020-11-16,26865,157,10,0,465,0,133,3898,25789,1,0
2020-07-11,26865,157,10,0,465,0,133,3898,4674,1,0
2020-08-18,26865,157,10,0,465,0,133,3898,24302,1,0
2020-09-08,8230,157,10,0,465,0,133,3898,26666,1,0
2020-06-10,8230,157,10,0,465,0,133,3898,23929,1,0
2020-07-19,31182,157,4,0,465,0,65,3898,39218,1,0
2020-12-09,31182,157,4,0,465,0,65,3898,13882,1,0
2020-09-10,8352,157,4,0,465,0,65,3898,33411,1,0
2020-08-28,1394,186,6,0,207,3,45,3898,45303,1,0
2020-07-23,1394,186,6,0,207,3,45,3898,1729,1,4
2020-08-03,1394,186,6,0,207,3,45,3898,16115,1,1
2020-08-11,1394,186,6,0,207,3,45,3898,1729,1,3
2020-09-08,1394,186,6,0,207,3,45,3898,1729,2,4
2020-12-08,31671,225,4,0,395,0,163,3898,23220,1,0
2020-10-25,8546,706,4,0,474,0,108,3898,18942,1,0
2020-09-26,11211,706,4,0,474,0,108,3898,37080,1,0
2020-11-09,11211,706,4,0,474,0,108,3898,3557,3,4
2020-11-23,29823,827,10,0,377,-1,121,3898,25746,1,0
2020-10-11,29823,827,10,0,377,-1,121,3898,27263,1,1
2020-11-15,31128,883,4,1,452,0,12,3898,10734,1,3
2020-11-29,10354,1154,4,0,491,0,144,3898,33664,1,0
2020-08-24,23141,772,6,2,500,0,137,3898,26700,1,4
2020-08-27,29355,1383,10,0,503,0,17,3898,31395,1,1
2020-10-02,4421,1496,4,0,114,3,16,3898,11712,1,0
2020-10-03,4421,1496,4,0,114,3,16,3898,3634,4,0
2020-10-24,4421,1496,4,0,114,3,16,3898,44888,1,0
2020-10-26,4421,1496,4,0,114,3,16,3898,19910,1,0
2020-12-15,4421,1496,4,0,114,3,16,3898,26831,1,0
2020-09-08,4421,1496,4,0,114,3,16,3898,28165,1,2
2020-12-02,4421,1496,4,0,114,3,16,3898,5251,2,3
2020-12-08,4421,1496,4,0,114,3,16,3898,1992,3,4
2020-12-30,4421,1496,4,0,114,3,16,3898,32741,1,3
2020-12-30,4421,1496,4,0,114,3,16,3898,23980,1,3
2020-06-15,26632,712,10,0,505,0,39,3898,18625,2,0
2020-11-21,26632,712,10,0,505,0,39,3898,22407,1,3
2020-08-14,9120,712,10,0,505,0,126,3898,14922,3,4
2020-11-21,9120,712,10,0,505,0,126,3898,22407,4,3
2020-11-02,8450,564,6,0,495,0,33,3898,3418,1,0
2020-08-27,18483,1383,10,0,503,0,17,3898,31395,1,1
2020-11-30,18483,1383,10,0,503,0,17,3898,34087,1,2
2020-12-29,3678,771,10,0,503,0,17,3898,6798,1,0
2020-09-19,3678,771,10,0,503,0,17,3898,2610,2,0
2020-07-23,3678,771,10,0,503,0,17,3898,19351,1,0
2020-08-21,3678,771,10,0,503,0,17,3898,12541,1,0
2020-06-30,3678,771,10,0,503,0,17,3898,3637,1,3
2020-08-27,3678,771,10,0,503,0,17,3898,7949,1,3
2020-09-29,3678,771,10,0,503,0,17,3898,25690,2,3
2020-10-05,3678,771,10,0,503,0,17,3898,10669,1,1
2020-10-08,3678,771,10,0,503,0,17,3898,35234,1,4
2020-12-12,3678,771,10,0,503,0,17,3898,25690,1,3
2020-12-13,3678,771,10,0,503,0,17,3898,32457,1,3
2020-09-03,269,958,10,0,491,3,132,3898,5181,1,0
2020-08-27,17016,1383,10,0,503,0,17,3422,31395,1,1
2020-12-01,17016,1383,10,0,503,0,17,3422,45139,1,3
2020-10-21,11048,1180,4,3,388,3,53,3898,29033,3,0
2020-11-12,11048,1180,4,3,388,3,53,3898,32353,1,0
2020-07-04,11048,1180,4,3,388,3,53,3898,37648,1,3
2020-08-05,11048,1180,4,3,388,3,53,3898,27164,1,2
2020-08-20,11048,1180,4,3,388,3,53,3898,41170,1,1
2020-08-24,11048,1180,4,3,388,3,53,3898,27164,1,3
2020-08-27,11048,1180,4,3,388,3,53,3898,29306,1,4
2020-09-01,11048,1180,4,3,388,3,53,3898,21049,2,4
2020-09-17,11048,1180,4,3,388,3,53,3898,18550,1,3
2020-09-26,11048,1180,4,3,388,3,53,3898,11193,2,4
2020-10-22,11048,1180,4,3,388,3,53,3898,18260,1,1
2020-10-22,11048,1180,4,3,388,3,53,3898,25082,1,2
2020-10-30,11048,1180,4,3,388,3,53,3898,29106,2,3
2020-11-02,11048,1180,4,3,388,3,53,3898,20439,1,4
2020-11-07,11048,1180,4,3,388,3,53,3898,15117,2,4
2020-11-09,11048,1180,4,3,388,3,53,3898,1958,1,4
2020-11-23,11048,1180,4,3,388,3,53,3898,19851,2,1
2020-11-26,11048,1180,4,3,388,3,53,3898,29106,5,4
2020-12-04,11048,1180,4,3,388,3,53,3898,15117,1,4
2020-12-06,11048,1180,4,3,388,3,53,3898,29106,2,2
2020-12-06,11048,1180,4,3,388,3,53,3898,18550,2,1
2020-12-14,11048,1180,4,3,388,3,53,3898,41723,1,2
2020-12-18,11048,1180,4,3,388,3,53,3898,32113,1,1
2020-08-27,2418,1105,4,0,487,0,144,3898,44027,3,0
2020-06-17,2418,1105,4,0,487,0,144,3898,40376,1,0
2020-06-28,2418,1105,4,0,487,0,144,3898,28800,1,4
2020-08-10,2418,1105,4,0,487,0,144,3898,23839,2,4
2020-08-20,2418,1105,4,0,487,0,144,3898,23839,2,2
2020-09-05,2418,1105,4,0,487,0,144,3898,30531,1,2
2020-09-29,2418,1105,4,0,487,0,144,3898,26128,1,3
2020-12-01,2418,1105,4,0,487,0,144,3898,36772,1,4
2020-12-25,2418,1105,4,0,487,0,144,3898,5172,2,4
2020-06-13,32691,267,4,0,514,0,187,3898,37180,2,2
2020-06-22,11556,929,10,3,-1,-1,-1,1962,240,1,1
2020-07-18,2398,1452,4,0,435,0,148,3898,38866,1,2
2020-12-22,10441,993,4,0,34,0,163,3898,45939,1,0
2020-11-26,12033,564,6,0,394,0,33,3898,16849,1,0
2020-07-19,12033,564,6,0,394,0,33,3898,33179,1,1
2020-07-24,12033,564,6,0,394,0,33,3898,33179,1,1
2020-08-10,12033,564,6,0,394,0,33,3898,44578,2,4
2020-08-10,12033,564,6,0,394,0,33,3898,33179,1,3
2020-09-08,12033,564,6,0,394,0,33,3898,22037,3,3
2020-10-04,12033,564,6,0,394,0,33,3898,44007,1,3
2020-10-31,12033,564,6,0,394,0,33,3898,43803,1,3
2020-11-21,12033,564,6,0,394,0,33,3898,40636,1,4
2020-12-13,12033,564,6,0,394,0,33,3898,34506,3,4
2020-12-27,12033,564,6,0,394,0,33,3898,7390,1,3
2020-12-10,21918,191,4,1,465,0,65,3898,22560,3,3
2020-12-10,3846,191,4,2,465,0,65,3898,22560,2,3
2020-10-08,24051,325,6,0,165,0,122,3898,993,2,0
2020-12-06,24051,325,6,0,165,0,122,3898,33964,4,0
