userID,itemID,date,brand,feature_1,feature_2,feature_3,feature_4,feature_5,category,order,user_total_purchase_time,user_total_orders,item_total_purchase_time,item_total_orders,weekday,date_of_month,month,label,prediction
7389,19267,2020-11-21,1496,10,0,348,0,95,3915,1,6.17,6.5,286.83,575.83,5,21,11,91,
7390,12033,2020-10-25,564,6,0,394,0,33,3625,3,2.5,3.5,18.33,27.67,6,25,10,40,
7390,21382,2020-10-25,564,6,0,496,0,33,3898,3,2.5,3.5,3.5,4.83,6,25,10,40,
7392,21240,2020-10-20,928,4,0,333,0,144,1763,1,2.83,3.0,39.33,67.0,1,20,10,26,
7394,6065,2020-10-29,615,4,0,122,3,16,1980,1,4.5,5.67,22.17,31.0,3,29,10,32,
7394,7428,2020-07-31,1496,4,0,145,3,44,3898,1,4.5,5.67,71.33,81.17,4,31,7,0,
7400,587,2020-07-29,1324,10,0,487,0,154,3915,1,3.83,5.17,22.0,29.67,2,29,7,0,
7400,5260,2020-08-28,829,10,0,515,0,190,3898,2,3.83,5.17,33.83,77.33,4,28,8,0,
7400,30133,2020-08-28,408,4,0,334,0,44,3915,1,3.83,5.17,50.83,51.67,4,28,8,0,
7403,7158,2020-10-10,703,4,0,325,0,44,30,4,5.0,10.83,42.67,96.0,5,10,10,61,
7403,20751,2020-08-10,186,4,0,318,3,16,3915,1,5.0,10.83,46.5,53.17,0,10,8,0,
7405,6876,2020-10-23,514,10,1,359,3,132,3915,1,3.83,4.5,92.67,117.83,4,23,10,55,
7418,20562,2020-10-15,18,4,1,335,0,132,3915,2,6.0,9.5,54.83,127.33,3,15,10,13,
7423,2702,2020-11-13,706,4,0,468,0,108,3898,3,3.33,4.5,4.17,6.5,4,13,11,61,
7427,16352,2020-10-27,193,4,0,453,0,108,3898,2,5.0,7.5,72.0,114.17,1,27,10,32,
7437,395,2020-11-30,745,4,0,399,3,163,3915,3,2.67,4.67,273.67,353.0,0,30,11,103,
7447,29116,2020-09-12,964,4,0,491,0,144,3915,1,5.17,6.17,14.5,15.17,5,12,9,0,
7452,23582,2020-08-16,569,4,0,21,3,52,3915,2,5.33,6.83,203.0,413.33,6,16,8,0,
7457,23582,2020-10-21,569,4,0,21,3,52,3915,2,4.17,6.0,203.0,413.33,2,21,10,91,
7458,18796,2020-11-29,186,4,0,28,3,175,3915,1,3.83,4.67,124.5,174.0,6,29,11,112,
7462,20968,2020-08-27,1315,4,0,444,0,144,3915,1,4.33,6.17,37.5,39.5,3,27,8,60,
7463,32743,2020-10-27,615,4,0,334,0,44,3898,1,3.5,5.33,11.83,12.67,1,27,10,44,
7496,20209,2020-09-23,703,4,0,291,0,44,3915,1,1.67,1.83,129.17,165.33,2,23,9,0,
7496,26468,2020-09-23,219,4,0,536,0,144,3915,1,1.67,1.83,93.67,96.0,2,23,9,0,
7515,12100,2020-09-30,288,6,0,9,0,122,3898,2,2.5,3.0,6.33,7.33,2,30,9,28,
7515,22849,2020-09-30,1058,6,0,497,3,105,3898,2,2.5,3.0,13.0,21.17,2,30,9,28,
7520,7644,2020-10-28,1276,6,0,45,3,48,3915,1,5.5,7.17,29.5,32.33,2,28,10,0,
7520,13599,2020-10-28,147,4,0,531,3,11,3898,6,5.5,7.17,3.83,9.17,2,28,10,26,
7531,7520,2020-11-27,974,6,0,444,3,117,3898,8,3.5,7.33,17.33,71.67,4,27,11,40,
7562,3985,2020-11-22,615,10,0,358,3,95,3898,2,6.17,11.5,29.83,53.67,6,22,11,35,
7568,17499,2020-10-27,1338,4,0,486,3,48,1980,1,3.5,3.67,43.5,51.67,1,27,10,80,
7571,19210,2020-08-06,1010,4,0,491,0,144,3898,1,2.5,8.33,6.83,7.33,3,6,8,0,
7576,9976,2020-11-29,1496,4,0,94,3,144,3898,1,4.67,8.5,12.0,12.83,6,29,11,0,
7576,14424,2020-09-20,18,10,0,51,0,127,3914,1,4.67,8.5,65.0,99.17,6,20,9,84,
7580,1970,2020-11-08,703,4,0,291,0,44,1763,1,1.83,2.33,411.67,504.83,6,8,11,92,
7583,31079,2020-10-27,1105,4,0,486,0,48,1980,1,5.5,6.83,39.5,49.0,1,27,10,29,
7588,1322,2020-10-13,827,10,0,377,0,39,3915,2,17.17,26.83,97.33,110.0,1,13,10,77,
7588,5654,2020-10-13,1126,4,0,371,0,89,3915,1,17.17,26.83,113.0,123.67,1,13,10,0,
7588,10282,2020-10-13,1065,4,0,322,3,144,30,1,17.17,26.83,16.83,21.33,1,13,10,40,
7588,12528,2020-10-13,186,4,3,17,0,81,3915,4,17.17,26.83,243.33,280.83,1,13,10,77,
7588,15445,2020-10-13,912,6,0,41,0,146,3915,2,17.17,26.83,52.83,142.0,1,13,10,40,
7588,20131,2020-10-13,347,4,0,291,3,44,1763,1,17.17,26.83,635.5,1032.17,1,13,10,40,
7588,25880,2020-09-03,994,10,0,421,3,3,3224,3,17.17,26.83,11.0,13.17,3,3,9,37,
7588,27095,2020-10-23,1401,4,0,145,0,163,3914,1,17.17,26.83,31.33,31.83,4,23,10,46,
7589,22978,2020-09-08,966,4,0,328,3,53,3915,1,2.67,2.67,57.83,69.17,1,8,9,23,
7590,13825,2020-10-11,1126,10,0,25,0,141,3915,2,2.33,4.17,58.17,68.67,6,11,10,111,
7594,20204,2020-10-08,993,6,0,221,3,17,3898,1,3.83,3.83,36.5,42.5,3,8,10,43,
7597,14381,2020-11-20,888,4,0,278,0,144,3898,1,7.67,10.67,14.67,15.33,4,20,11,102,
7605,11251,2020-11-21,1496,10,0,348,0,95,3915,1,4.5,5.17,507.67,1135.67,5,21,11,123,
7608,29433,2020-10-17,1338,4,0,486,3,66,3915,1,3.83,5.0,73.0,106.33,5,17,10,0,
7609,32349,2020-10-11,1445,10,3,-1,-1,95,3915,1,4.33,5.17,302.0,443.67,6,11,10,61,
7611,28140,2020-10-12,361,6,0,203,0,17,3898,2,2.33,3.83,91.83,121.5,0,12,10,102,
7613,14714,2020-08-02,1371,4,0,430,0,148,2209,2,6.0,6.67,29.83,32.17,6,2,8,0,
7617,250,2020-10-25,827,6,0,308,3,122,3898,1,7.33,8.33,28.5,33.5,6,25,10,84,
7617,27560,2020-09-19,1201,6,0,174,3,17,3924,1,7.33,8.33,60.67,69.83,5,19,9,48,
7620,4595,2020-09-30,1306,1,0,502,0,78,3915,1,7.0,8.0,40.5,50.67,2,30,9,84,
7624,8570,2020-09-19,575,4,1,276,0,170,3898,3,6.17,7.0,0.5,0.83,5,19,9,62,
7628,25167,2020-11-28,829,10,0,254,3,132,3915,1,2.0,2.33,126.33,204.5,5,28,11,82,
7641,10409,2020-11-02,406,10,0,503,0,17,3915,1,3.0,3.17,39.33,47.83,0,2,11,152,
7646,5801,2020-11-26,139,4,0,486,3,66,3898,1,3.67,6.83,17.67,19.5,3,26,11,101,
7651,16931,2020-11-13,433,9,0,451,0,-1,3898,2,4.33,6.67,7.5,10.67,4,13,11,64,
7661,21887,2020-11-13,1379,10,1,491,0,154,3898,1,1.5,1.5,1.83,2.0,4,13,11,58,
7662,15428,2020-10-11,504,10,0,441,3,84,3898,4,2.0,4.17,22.83,36.83,6,11,10,70,
7665,8779,2020-08-04,539,6,0,224,3,17,3915,2,3.83,4.83,166.33,192.67,1,4,8,49,
7670,16931,2020-10-25,433,9,0,451,0,-1,3898,2,4.5,7.0,7.5,10.67,6,25,10,111,
7670,29581,2020-10-25,1232,6,0,496,0,146,3898,4,4.5,7.0,1.0,2.17,6,25,10,111,
7683,11392,2020-11-11,1445,10,2,-1,-1,85,2209,1,3.0,3.17,34.83,41.33,2,11,11,38,
7686,11307,2020-10-14,993,6,0,210,3,137,3915,1,3.33,5.0,120.17,146.67,2,14,10,4,
7693,16281,2020-11-17,523,10,0,507,0,122,2209,2,4.67,7.5,7.33,8.67,1,17,11,119,
7694,25162,2020-10-03,1040,4,0,453,0,108,3898,1,7.17,7.67,12.0,13.33,5,3,10,40,
7715,16503,2020-11-17,219,4,0,538,0,144,3898,1,2.67,4.33,4.17,4.33,1,17,11,86,
7717,32007,2020-11-21,1496,10,0,43,0,156,1763,2,2.33,5.33,67.33,144.5,5,21,11,47,
7723,2916,2020-11-02,618,4,0,122,0,16,1980,1,9.0,13.67,39.0,64.83,0,2,11,103,
7723,3812,2020-11-02,174,4,1,453,0,108,3898,1,9.0,13.67,39.17,57.67,0,2,11,67,
7723,8151,2020-11-14,853,4,0,450,0,76,3898,2,9.0,13.67,24.0,49.33,5,14,11,79,
7723,30406,2020-11-02,928,10,0,51,0,127,327,2,9.0,13.67,14.5,21.0,0,2,11,21,
7723,30467,2020-11-14,853,4,0,450,0,76,3898,2,9.0,13.67,23.0,73.0,5,14,11,79,
7724,11088,2020-10-30,888,4,0,276,3,44,3915,1,5.83,6.17,81.83,115.5,4,30,10,83,
7724,16188,2020-08-08,280,4,0,484,0,81,3898,1,5.83,6.17,3.67,4.0,5,8,8,0,
7724,26033,2020-10-30,18,4,1,401,0,44,1763,1,5.83,6.17,21.67,26.67,4,30,10,133,
7726,9262,2020-09-20,618,4,1,486,0,144,3915,1,4.67,4.83,70.33,122.67,6,20,9,20,
7731,15667,2020-09-02,1201,4,0,30,0,163,3915,1,12.67,14.67,105.0,118.17,2,2,9,48,
7731,26072,2020-09-25,514,4,0,370,3,89,3915,1,12.67,14.67,74.33,83.17,4,25,9,89,
7732,12901,2020-10-17,1433,4,0,55,3,111,327,1,3.0,3.5,5.17,5.5,5,17,10,106,
7740,14005,2020-11-15,400,4,0,322,0,144,30,2,4.5,5.0,76.5,151.67,6,15,11,0,
7743,29657,2020-09-29,18,10,0,345,0,84,3915,2,2.5,3.33,1236.67,3460.17,1,29,9,98,
7755,27808,2020-10-25,881,10,2,503,0,123,3898,1,4.33,5.33,14.0,34.83,6,25,10,37,
7757,1390,2020-11-02,1321,10,1,135,0,147,3898,2,4.17,6.67,4.67,8.33,0,2,11,84,
7765,13355,2020-09-30,1222,10,0,504,0,17,3898,1,9.17,13.83,21.0,35.33,2,30,9,50,
7765,29505,2020-08-11,772,10,0,503,0,17,3898,1,9.17,13.83,8.33,9.67,1,11,8,70,
7782,18796,2020-10-01,186,4,0,28,3,175,3915,1,1.17,1.67,124.5,174.0,3,1,10,76,
7786,8716,2020-10-06,1065,4,0,329,3,163,3915,1,2.0,2.17,22.17,23.5,1,6,10,0,
7792,6774,2020-11-22,1111,4,0,491,0,66,3898,1,8.33,9.5,6.17,13.17,6,22,11,142,
7804,28378,2020-07-01,888,6,0,224,3,17,3924,2,5.33,6.5,83.5,97.0,2,1,7,0,
7805,6276,2020-11-03,1010,10,1,503,0,17,3898,1,5.17,5.33,19.67,21.5,1,3,11,122,
7805,10770,2020-11-03,1010,10,0,503,0,185,3898,1,5.17,5.33,3.33,3.33,1,3,11,70,
7805,13048,2020-11-03,1010,10,0,503,0,17,3915,1,5.17,5.33,15.0,15.67,1,3,11,70,
7805,13967,2020-11-03,1010,10,0,503,0,29,3898,1,5.17,5.33,21.67,24.83,1,3,11,70,
7809,13951,2020-11-19,1039,4,0,328,3,163,2256,1,3.5,4.5,36.0,42.0,3,19,11,26,
7812,21625,2020-09-26,1111,4,0,487,0,144,2256,4,2.67,3.33,6.17,10.67,5,26,9,0,
7823,17426,2020-10-07,406,10,0,515,0,188,3898,1,5.33,6.33,15.0,21.83,2,7,10,60,
7824,26010,2020-11-02,504,10,0,441,3,84,3898,3,4.83,13.0,12.0,21.33,0,2,11,38,
7830,10756,2020-08-29,1371,4,0,487,3,44,3914,1,3.33,5.83,47.17,60.67,5,29,8,75,
7835,17838,2020-10-24,363,4,0,486,0,44,1980,4,3.67,5.5,3.5,6.0,5,24,10,44,
7837,13027,2020-10-19,186,4,0,319,3,16,3915,1,2.83,5.17,217.33,226.83,0,19,10,92,
7841,950,2020-11-19,386,10,0,503,0,85,3898,1,7.0,8.5,4.5,8.17,3,19,11,144,
7842,11088,2020-11-14,888,4,0,276,3,44,3915,2,1.33,1.67,81.83,115.5,5,14,11,96,
7846,11032,2020-11-22,378,10,0,421,0,3,3224,1,3.0,5.0,36.17,39.17,6,22,11,112,
7846,27734,2020-09-19,745,4,0,27,3,66,3898,1,3.0,5.0,7.83,9.67,5,19,9,48,
7859,4325,2020-09-16,539,6,0,303,0,45,3915,1,2.0,2.83,151.0,168.0,2,16,9,43,
7862,14291,2020-11-14,968,4,0,55,0,111,3915,1,2.5,5.17,69.0,70.33,5,14,11,29,
7862,27866,2020-11-23,127,10,0,345,0,95,3173,5,2.5,5.17,54.33,142.67,0,23,11,125,
7867,7920,2020-07-01,287,6,0,260,3,122,3915,1,0.5,0.5,38.67,39.67,2,1,7,0,
7882,395,2020-10-25,745,4,0,399,3,163,3915,1,5.5,8.17,273.67,353.0,6,25,10,25,
7882,30362,2020-09-21,618,4,0,21,3,52,3915,2,5.5,8.17,133.33,245.83,0,21,9,28,
7884,23914,2020-10-12,408,4,0,334,0,44,3915,1,3.33,5.0,61.17,62.5,0,12,10,115,
7886,6766,2020-11-30,1258,4,0,487,3,144,3898,1,4.33,4.33,23.17,34.33,0,30,11,182,
7889,21184,2020-11-30,1496,4,0,334,0,44,3915,1,4.5,4.83,32.17,33.0,0,30,11,60,
7890,11251,2020-10-28,1496,10,0,348,0,95,3915,2,3.5,6.33,507.67,1135.67,2,28,10,105,
7890,15163,2020-10-28,378,4,3,396,3,163,2256,1,3.5,6.33,34.5,41.83,2,28,10,0,
7892,30109,2020-11-14,303,4,0,468,0,108,3898,4,5.0,5.67,6.0,8.5,5,14,11,50,
7901,5221,2020-07-10,186,4,0,319,3,16,3915,1,2.17,2.5,237.67,279.83,4,10,7,0,
7911,20638,2020-10-02,1065,10,1,536,3,156,3898,2,3.5,4.33,11.33,15.0,4,2,10,78,
7926,18809,2020-11-20,1436,4,0,113,0,44,3898,2,6.17,7.83,5.33,7.5,4,20,11,35,
7926,28408,2020-11-20,1401,4,0,97,3,44,3898,1,6.17,7.83,19.33,22.0,4,20,11,96,
7941,23475,2020-10-22,772,10,0,503,0,186,3915,2,4.5,5.17,26.67,30.5,3,22,10,116,
7942,25979,2020-10-03,1010,10,0,522,0,17,3915,1,6.33,8.17,11.33,12.67,5,3,10,0,
7958,9433,2020-10-17,1135,4,0,487,0,144,3898,1,5.67,6.17,2.5,3.17,5,17,10,74,
7969,21144,2020-08-22,334,6,0,487,0,117,3898,1,5.5,5.83,1.83,3.5,5,22,8,40,
7974,32752,2020-08-11,1496,4,1,290,0,44,377,3,1.83,2.5,45.33,67.0,1,11,8,0,
7992,24397,2020-11-21,580,6,2,477,0,117,3898,1,3.83,4.83,0.83,0.83,5,21,11,56,
7997,4549,2020-10-06,453,4,0,457,0,-1,3915,2,2.67,3.17,13.0,41.83,1,6,10,44,
7997,26945,2020-10-06,453,4,0,457,0,-1,3898,2,2.67,3.17,16.17,43.33,1,6,10,127,
7998,10675,2020-10-23,194,10,0,505,0,126,3898,1,8.0,9.67,9.0,14.17,4,23,10,60,
7998,31400,2020-08-24,378,6,2,421,0,6,3224,2,8.0,9.67,32.67,42.17,0,24,8,60,
8004,11506,2020-10-25,1180,4,0,36,0,53,3898,1,2.33,4.0,3.33,3.83,6,25,10,29,
8005,17499,2020-11-29,1338,4,0,486,3,48,1980,1,6.17,7.5,43.5,51.67,6,29,11,70,
8013,277,2020-08-02,406,10,0,503,0,17,3898,1,6.33,6.67,3.0,3.17,6,2,8,0,
8018,22417,2020-11-01,1105,4,0,486,0,66,2209,1,2.67,5.83,96.0,109.0,6,1,11,47,
8021,10033,2020-10-27,1232,6,0,394,0,146,3915,1,10.5,12.83,33.5,44.5,1,27,10,0,
8021,15020,2020-10-27,1180,4,0,172,0,44,3898,1,10.5,12.83,5.0,5.5,1,27,10,28,
8021,16059,2020-10-25,186,6,0,208,3,122,3915,3,10.5,12.83,491.83,595.5,6,25,10,25,
8036,10914,2020-11-30,75,4,1,162,0,33,3898,2,4.5,5.0,3.0,4.67,0,30,11,40,
8036,20100,2020-11-30,194,10,0,503,3,9,3898,1,4.5,5.0,11.33,13.33,0,30,11,94,
8038,17894,2020-08-16,829,4,0,517,0,70,3898,4,4.5,5.67,23.5,41.83,6,16,8,0,
8046,5221,2020-07-21,186,4,0,319,3,16,3915,1,3.5,3.67,237.67,279.83,1,21,7,0,
8046,6890,2020-08-17,1324,10,0,421,3,3,3915,1,3.5,3.67,86.83,114.5,0,17,8,0,
8060,1252,2020-06-12,378,10,0,411,0,3,2580,3,4.83,6.83,70.83,95.83,4,12,6,0,
8063,29700,2020-10-03,745,10,0,505,0,126,3898,1,5.83,7.67,43.17,59.67,5,3,10,96,
8064,27536,2020-09-13,1445,-1,0,-1,-1,-1,2209,1,6.17,10.83,1.17,1.33,6,13,9,0,
8066,1629,2020-09-20,78,10,0,421,3,3,3224,1,6.17,7.33,20.17,23.17,6,20,9,0,
8068,13752,2020-11-02,1010,10,0,502,0,123,3915,1,8.0,10.0,39.67,48.67,0,2,11,0,
8068,27179,2020-10-19,1180,6,0,220,3,17,3915,6,8.0,10.0,148.0,219.17,0,19,10,81,
8080,4027,2020-11-30,408,4,0,129,0,176,3915,1,9.17,12.0,63.5,68.17,0,30,11,33,
8094,6482,2020-11-11,453,4,0,457,-1,12,3898,3,7.0,9.33,2.17,3.17,2,11,11,61,
8108,8705,2020-10-01,1324,10,0,421,3,3,3915,1,7.0,7.17,157.67,167.83,3,1,10,59,
8108,13466,2020-10-01,1338,4,0,486,3,66,3915,1,7.0,7.17,14.5,17.83,3,1,10,62,
8108,29225,2020-08-30,1496,6,3,208,3,17,3915,1,7.0,7.17,82.83,123.5,6,30,8,30,
8109,2627,2020-10-07,186,4,0,28,0,81,3915,1,2.33,3.33,136.83,165.83,2,7,10,88,
8113,461,2020-11-07,406,10,0,503,0,17,3915,1,2.67,3.83,111.0,145.0,5,7,11,35,
8113,31235,2020-10-03,406,10,0,503,0,45,3898,2,2.67,3.83,8.17,11.0,5,3,10,74,
8116,23901,2020-10-24,258,4,0,396,0,144,747,2,5.17,5.83,5.33,8.33,5,24,10,65,
8126,14072,2020-10-05,1010,10,0,503,3,29,3898,1,1.33,1.33,6.17,6.33,0,5,10,80,
8130,25167,2020-11-17,829,10,0,254,3,132,3915,2,8.67,17.33,126.33,204.5,1,17,11,75,
8131,25376,2020-11-15,745,4,2,399,3,118,3867,2,0.83,2.0,1.0,1.5,6,15,11,71,
8132,1263,2020-09-06,1015,4,1,490,0,144,3898,1,4.67,6.17,5.17,5.33,6,6,9,0,
8132,14351,2020-10-29,671,10,0,503,3,17,3898,2,4.67,6.17,18.0,21.83,3,29,10,53,
8133,24953,2020-09-16,504,10,0,441,3,84,3898,1,2.33,2.5,11.67,14.0,2,16,9,38,
8138,4193,2020-07-02,990,4,0,474,0,-1,3915,4,2.83,3.5,40.67,61.33,3,2,7,0,
8142,23582,2020-08-01,569,4,0,21,3,52,3915,4,1.33,3.17,203.0,413.33,5,1,8,0,
8142,29657,2020-08-01,18,10,0,345,0,84,3915,4,1.33,3.17,1236.67,3460.17,5,1,8,0,
8147,5654,2020-11-15,1126,4,0,371,0,89,3915,1,4.67,6.83,113.0,123.67,6,15,11,140,
8149,5440,2020-10-28,1010,10,0,503,0,17,3898,1,5.83,6.33,16.0,20.33,2,28,10,0,
8150,10977,2020-09-12,18,4,0,55,0,111,327,1,1.5,2.17,16.83,19.5,5,12,9,0,
8150,20038,2020-09-12,6,4,0,55,3,111,327,1,1.5,2.17,11.67,12.83,5,12,9,102,
8167,11188,2020-09-15,6,4,0,71,0,53,3915,1,3.0,3.17,223.83,456.0,1,15,9,22,
8188,3039,2020-09-20,186,4,0,28,0,81,3915,1,3.17,3.67,112.0,176.5,6,20,9,69,
8188,24254,2020-09-20,1201,4,3,30,0,163,3915,1,3.17,3.67,145.0,150.5,6,20,9,69,
8192,32374,2020-10-31,726,4,0,334,3,44,3898,1,1.83,3.0,16.5,19.0,5,31,10,118,
8203,2654,2020-11-03,1180,4,0,109,3,81,3898,1,5.83,6.33,7.17,8.17,1,3,11,122,
8203,3359,2020-11-13,186,10,0,504,0,9,1763,1,5.83,6.33,15.5,18.67,4,13,11,49,
8204,14545,2020-10-18,1138,10,1,508,3,77,3898,2,4.67,5.0,0.5,0.67,6,18,10,76,
8208,24904,2020-10-31,1040,10,0,243,0,84,3898,2,2.33,5.17,51.83,81.5,5,31,10,110,
8208,28411,2020-10-31,1040,10,0,243,0,84,3898,8,2.33,5.17,48.83,90.83,5,31,10,110,
8212,19267,2020-09-21,1496,10,0,348,0,95,3915,2,9.83,11.33,286.83,575.83,0,21,9,45,
8226,30610,2020-11-12,523,10,0,504,0,17,3898,2,8.5,10.5,39.5,73.5,3,12,11,46,
8237,11088,2020-11-28,888,4,0,276,3,44,3915,1,6.5,7.17,81.83,115.5,5,28,11,32,
8244,24008,2020-10-27,31,4,0,486,0,66,1980,1,6.5,9.5,0.67,1.17,1,27,10,114,
8245,26945,2020-11-02,453,4,0,457,0,-1,3898,4,7.67,10.67,16.17,43.33,0,2,11,34,
8250,24557,2020-11-25,771,10,0,503,0,17,3915,1,2.17,2.33,30.5,35.0,2,25,11,46,
8252,17269,2020-11-23,829,6,0,48,3,48,3915,1,5.0,6.17,51.0,120.5,0,23,11,44,
8252,32684,2020-11-23,393,4,0,36,3,53,3898,1,5.0,6.17,10.83,11.5,0,23,11,91,
8262,11434,2020-11-09,185,4,0,131,3,151,3915,1,6.17,7.33,136.67,182.67,0,9,11,70,
8274,20968,2020-09-30,1315,4,0,444,0,144,3915,1,2.5,3.67,37.5,39.5,2,30,9,50,
8278,25993,2020-11-14,186,10,0,27,3,38,3915,2,4.5,8.17,171.67,185.5,5,14,11,0,
8280,8019,2020-06-07,827,4,0,383,0,74,1244,1,6.83,9.33,25.33,29.83,6,7,6,0,
8280,14424,2020-11-17,18,10,0,51,0,127,3914,1,6.83,9.33,65.0,99.17,1,17,11,144,
8280,16059,2020-11-17,186,6,0,208,3,122,3915,1,6.83,9.33,491.83,595.5,1,17,11,51,
8280,22963,2020-11-17,1201,10,0,43,0,147,3915,1,6.83,9.33,120.17,161.0,1,17,11,51,
8280,24815,2020-11-17,1105,6,0,486,3,117,3915,4,6.83,9.33,39.83,61.67,1,17,11,51,
8280,25167,2020-10-03,829,10,0,254,3,132,3915,3,6.83,9.33,126.33,204.5,5,3,10,112,
8286,30445,2020-10-31,829,10,0,515,0,131,3540,2,2.17,3.17,67.5,99.33,5,31,10,63,
8292,11251,2020-06-04,1496,10,0,348,0,95,3915,1,2.83,2.83,507.67,1135.67,3,4,6,2,
8295,19959,2020-10-27,441,10,0,507,0,17,3915,1,4.83,5.67,46.17,61.67,1,27,10,119,
8295,30534,2020-11-22,523,6,0,215,0,8,3898,1,4.83,5.67,6.5,7.17,6,22,11,26,
8296,31265,2020-07-17,1137,4,0,398,0,144,2256,2,2.17,4.17,103.5,185.5,4,17,7,0,
8297,11047,2020-11-21,993,4,0,282,0,66,3898,1,6.33,9.17,14.67,15.33,5,21,11,109,
8297,20202,2020-11-21,1010,10,1,503,0,29,3898,1,6.33,9.17,2.0,2.0,5,21,11,24,
8297,29660,2020-10-28,18,10,1,345,0,84,3914,2,6.33,9.17,267.17,653.83,2,28,10,39,
8300,13708,2020-08-25,1371,10,0,358,3,130,3540,1,3.83,3.83,27.0,32.33,1,25,8,0,
8306,26159,2020-11-20,1065,10,0,491,3,147,3915,1,3.17,3.83,45.17,56.67,4,20,11,30,
8313,13576,2020-11-12,829,10,0,536,0,83,3898,1,4.5,4.83,16.67,20.17,3,12,11,59,
8314,32711,2020-10-04,1180,6,0,224,0,17,3898,1,7.33,9.83,7.0,9.17,6,4,10,81,
8317,26503,2020-11-25,618,4,0,71,0,53,3915,1,3.33,3.83,268.17,470.5,2,25,11,68,
8320,15357,2020-09-20,361,10,0,503,0,122,3898,1,2.17,3.0,76.0,83.67,6,20,9,26,
8326,7139,2020-10-31,1181,10,0,9,3,131,3898,2,4.67,5.83,10.0,21.17,5,31,10,24,
8338,5090,2020-11-13,761,6,0,491,0,128,3898,1,13.0,15.5,2.33,3.33,4,13,11,0,
8338,19325,2020-10-27,393,4,0,536,3,144,2256,1,13.0,15.5,21.33,25.5,1,27,10,22,
8348,13264,2020-11-02,918,4,0,491,0,144,3898,1,5.83,6.5,10.33,20.33,0,2,11,150,
8368,26448,2020-09-29,1321,4,0,135,3,73,3915,1,3.5,4.5,25.0,25.33,1,29,9,75,
8369,9444,2020-11-23,1496,10,0,51,0,127,327,1,9.17,12.33,8.83,11.5,0,23,11,37,
8369,20694,2020-10-17,827,4,0,383,0,74,3915,1,9.17,12.33,55.33,56.17,5,17,10,136,
8373,8563,2020-11-28,207,4,3,322,0,144,30,4,3.67,6.33,27.17,61.67,5,28,11,67,
8373,32349,2020-11-07,1445,10,3,-1,-1,95,3915,3,3.67,6.33,302.0,443.67,5,7,11,29,
8385,14381,2020-10-16,888,4,0,278,0,144,3898,1,2.5,2.83,14.67,15.33,4,16,10,85,
8389,552,2020-11-26,839,6,0,208,3,17,747,4,3.83,10.67,47.0,83.17,3,26,11,29,
8389,6478,2020-11-26,1040,4,0,450,0,76,3898,6,3.83,10.67,63.83,99.17,3,26,11,29,
8389,8936,2020-11-26,523,6,0,215,3,17,3898,4,3.83,10.67,36.33,50.67,3,26,11,29,
8395,4615,2020-11-20,827,4,0,491,3,144,3898,2,4.0,4.83,4.67,9.67,4,20,11,67,
8409,552,2020-10-30,839,6,0,208,3,17,747,1,3.67,4.5,47.0,83.17,4,30,10,53,
8411,14505,2020-06-07,504,10,0,441,3,84,3898,1,2.0,2.83,1.83,3.33,6,7,6,0,
8423,8019,2020-09-11,827,4,0,383,0,74,1244,1,2.17,2.67,25.33,29.83,4,11,9,41,
8423,19353,2020-09-11,410,10,0,421,0,3,3224,2,2.17,2.67,26.67,32.5,4,11,9,41,
8423,26494,2020-08-01,888,4,0,367,3,89,3913,1,2.17,2.67,76.67,87.5,5,1,8,0,
8426,5548,2020-09-26,378,10,0,412,0,84,2580,1,1.83,1.83,53.67,66.17,5,26,9,0,
8426,29675,2020-09-26,523,10,0,504,0,17,3898,1,1.83,1.83,25.33,45.0,5,26,9,0,
8428,12803,2020-10-19,643,4,0,484,0,144,3898,1,8.83,9.67,35.0,43.0,0,19,10,65,
8428,20131,2020-10-03,347,4,0,291,3,44,1763,2,8.83,9.67,635.5,1032.17,5,3,10,28,
8435,7894,2020-11-21,523,10,0,503,0,17,3915,1,8.5,9.67,72.83,91.0,5,21,11,104,
8435,10961,2020-11-21,888,6,0,276,0,165,3915,1,8.5,9.67,102.33,131.67,5,21,11,83,
8435,31518,2020-11-25,1500,6,1,497,0,13,3457,1,8.5,9.67,34.17,47.0,2,25,11,110,
8436,20494,2020-09-30,239,4,0,455,0,166,3898,1,4.67,6.17,1.67,2.67,2,30,9,0,
8443,12908,2020-11-26,328,6,0,498,0,13,3898,3,3.5,5.17,15.0,32.33,3,26,11,51,
8443,13903,2020-11-26,1371,10,0,388,3,127,3915,1,3.5,5.17,46.83,54.17,3,26,11,15,
8456,19649,2020-07-05,361,10,0,503,0,85,3540,1,4.0,4.5,43.5,47.67,6,5,7,0,
8468,20678,2020-10-14,1040,4,0,450,0,76,3898,2,3.67,5.0,11.33,17.33,2,14,10,78,
8471,29657,2020-11-14,18,10,0,345,0,84,3915,4,5.0,7.0,1236.67,3460.17,5,14,11,142,
8474,1505,2020-11-07,286,4,0,82,0,144,3898,1,4.67,6.5,9.83,10.0,5,7,11,90,
8476,9523,2020-10-03,408,4,0,376,0,44,3898,1,4.17,5.83,24.67,28.17,5,3,10,88,
8482,8615,2020-10-29,378,4,0,322,0,144,1763,1,4.0,4.33,72.33,127.83,3,29,10,58,
8509,4578,2020-11-27,1111,6,0,516,0,117,3898,5,2.5,4.5,8.0,31.17,4,27,11,56,
